brand,title,type,price,available,sold,total_amount,genre,lastUpdate,country,state,city
Giorgio Armani,RED by GIORGIO BEVERLY HILLS women edt spray Perfume 3.0 oz New,Eau de Toilette,15.42,114.0,7773.0,119859.66,woman,20-5-2024,United States,Texas,Dallas
Paco Rabanne,Yara Tous by Lattafa 3.4 oz EDP Perfume Women New in Box,Eau de Parfum,28.89,10.0,45.0,1300.05,woman,17-5-2024,United States,Texas,Dallas
Unbranded,Cloud by Ariana Grande 3.4 oz 100/mL EDP Perfume for Women New In Box SeaLed,Eau de Parfum,33.59,9.0,559.0,18776.81,woman,23-5-2024,United States,Virginia,Arlington
Dolce & Gabbana,Victoria's Secret SOL Body Fragrance Mist 250ml/8.4 fl oz,Fragrances,11.88,10.0,47.0,558.36,woman,17-5-2024,United States,Georgia,Columbus
Lancôme,Lancome Tresor EDP 3.4 oz Timeless Women's Perfume Spray New in Box,Eau de Parfum,43.99,6.0,52.0,2287.48,woman,24-5-2024,United States,Michigan,Detroit
Ralph Lauren,360 by Perry Ellis Perfume 3.3 / 3.4 oz Spray for Women edt NEW IN BOX,Eau de Toilette,25.66,33.0,6077.0,155935.82,woman,24-5-2024,United States,Texas,Dallas
Paco Rabanne,Addict by Christian EDP Fragrances for Women 3.4 oz / 100 ml NEW IN SEALED BOX,Eau de Cologne,59.99,10.0,20.0,1199.8,woman,24-5-2024,Hong Kong,United States,New York
Lancôme,MIRACLE by Lancome EDP for Women 3.4 oz / 100 ml *NEW IN SEALED BOX*,Eau de Parfum,52.99,10.0,287.0,15208.13,woman,08-5-2024,United States,Florida,Miami
Carolina Herrera,Good Girl BLUSH by Carolina Herrera 2.7 oz. EDP Spray for Women. New. NO BOX,Eau de Parfum,89.99,10.0,107.0,9628.93,woman,23-5-2024,United States,Texas,Katy
Ralph Lauren,Jesus Del Pozo Halloween Perfume for Women 3.4 oz 3.3 Spray New in Box Sealed,Eau de Toilette,26.35,127.0,984.0,25928.4,woman,24-5-2024,United States,Texas,Dallas
Dolce & Gabbana,Jo Malone Nectarine Blossom & Honey Cologne Women's Eau de  - 3.4 fl oz/100ml,Eau de Cologne,79.99,5.0,5.0,399.95,woman,30-4-2024,United States,Nevada,Las Vegas
Versace,Chanel Chance Eau Tendre EDP Eau de Parfume Spray 3.4 Oz 100 Ml (Sealed Box),Eau de Parfum,118.99,6.0,36.0,4283.64,woman,21-5-2024,United States,California,Glendale
Lancôme,Mystique Bouquet by Afnan Eau De Parfum Spray for Woman 2.7oz New Sealed Box,Eau de Parfum,41.5,4.0,17.0,705.5,woman,17-5-2024,United States,Texas,Dallas
Lancôme,Lancome LA VIE EST BELLE Eau de Parfum EDP Perfume 4ml Splash Mini Bottle NWOB,Eau de Parfum,7.95,10.0,162.0,1287.9,woman,22-5-2024,United States,Delaware,Newark
Versace,True Religion Perfume for Women 3.4 oz 100 ml EDP New in Box,Eau de Parfum,24.98,234.0,888.0,22182.24,woman,24-5-2024,United States,Texas,Dallas
Unbranded,Alien by Thierry Mugler perfume for women EDP 2 / 2.0 oz New in Box,Eau de Parfum,64.54,29.0,68.0,4388.72,woman,22-5-2024,United States,Texas,Dallas
Paco Rabanne,Lattafa Ladies Haya EDP 3.4 oz Fragrances 6291108738504,Fragrances,34.77,3.0,9.0,312.93,woman,23-5-2024,United States,New York,Brooklyn
Yves Saint Laurent,Yves Saint Laurent Women's Opium 1.6 Oz  Eau de Toilette Spray Brand New Sealed,Eau de Toilette,29.99,10.0,21.0,629.79,woman,23-5-2024,United States,Indiana,Fort Wayne
Unbranded,Ariana Grande Cloud Pink Perfume 3.4oz EDP Ethereal Bliss Brand New,Eau de Parfum,29.99,9.0,14.0,419.86,woman,20-5-2024,United States,Michigan,Detroit
Paco Rabanne,Viktor & Rolf Flowerbomb EDP 3.4oz | Explosive Floral Perfume | Sealed,Eau de Parfum,52.99,6.0,30.0,1589.7,woman,24-5-2024,United States,Michigan,Dearborn Heights
Ralph Lauren,ECLAT D'ARPEGE by Lanvin 3.3 / 3.4 oz EDP Perfume For Women New tester,Eau de Parfum,24.79,70.0,757.0,18766.03,woman,24-5-2024,United States,Texas,Dallas
Dolce & Gabbana,Taylor Swift Wonderstruck Enchanted 0.05 oz Eau De Parfum Spray Sample Vial,Eau de Parfum,5.5,10.0,540.0,2970.0,woman,17-5-2024,United States,North Carolina,Hamptonville
Paco Rabanne,Jour D'hermes by Hermes EDP for Women 2.87 oz / 85 ml *NEW IN SEALED BOX*,Eau de Parfum,64.99,10.0,123.0,7993.77,woman,08-2-2024,United States,Florida,Miami
Paco Rabanne,LADY MILLION Paco Rabanne for women perfume EDP 2.7 oz NEW TESTER,Eau de Parfum,50.73,105.0,1905.0,96640.65,woman,15-5-2024,United States,Texas,Dallas
Versace,White Tea by Elizabeth Arden 3.3 / 3.4 oz EDT Perfume for Women New in Box,Eau de Toilette,26.33,10.0,2250.0,59242.5,woman,24-5-2024,United States,New Jersey,Hackensack
Ralph Lauren,Reaction for Her by Kenneth Cole 3.3 / 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,23.97,117.0,920.0,22052.4,woman,23-5-2024,United States,Texas,Dallas
Dolce & Gabbana,OUAI Hair & Body Mist In ST. BARTS 3.3oz / 97ml Full Size NEW RELEASE '24,Fragrances,44.95,2.0,4.0,179.8,woman,23-5-2024,United States,Florida,Atlantic Beach
Dolce & Gabbana,Dolce & Gabbana Light Blue for Women 3.3 oz / 3.4 oz Refreshing EDT New,Eau de Toilette,32.49,6.0,88.0,2859.12,woman,23-5-2024,United States,Michigan,Macomb
Lancôme,Lot 3 x Lancome Perfume La Vie Est Belle Eau de Parfum EDP Travel Size 4ml =12ml,Eau de Parfum,14.99,10.0,256.0,3837.44,woman,22-5-2024,United States,Delaware,Newark
Ralph Lauren,Sorbetto Rosso by Escada for women EDT 3.3 / 3.4 oz New In Box,Eau de Toilette,29.26,23.0,392.0,11469.92,woman,24-5-2024,United States,Texas,Dallas
Unbranded,Angel by Thierry Mugler Star Refillable EDP For Women 0.8oz / 25ml *NEW IN BOX*,Eau de Parfum,36.99,10.0,70.0,2589.3,woman,20-5-2024,United States,Florida,Miami
Dolce & Gabbana,Tag - Her by Armaf perfume EDP 3.3 / 3.4 oz New In Box,Eau de Parfum,19.1,44.0,373.0,7124.3,woman,16-5-2024,United States,Texas,Dallas
Ralph Lauren,Halloween by Jesus Del Pozo for women EDT 3.3 /3.4 oz New Tester,Eau de Toilette,19.39,33.0,651.0,12622.89,woman,24-5-2024,United States,Texas,Dallas
Dolce & Gabbana,Gucci Bamboo Eau De Parfum Spray 2.5 fl oz New Factory Sealed,Eau de Parfum,31.0,3.0,112.0,3472.0,woman,20-5-2024,United States,New York,Bethpage
Versace,5TH AVENUE by Elizabeth Arden 4.2 oz EDP for Women New In Box Sealed,Eau de Parfum,23.42,110.0,536.0,12553.12,woman,22-5-2024,United States,Texas,Dallas
Versace,SUNFLOWERS by Elizabeth Arden for women EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,15.31,331.0,1927.0,29502.37,woman,23-5-2024,United States,Texas,Dallas
Unbranded,Flora Gorgeous Gardenia By-Gucci Eau De Parfum EDP 3.3 Oz Perfume For Women NIB,Eau de Parfum,52.99,8.0,8.0,423.92,woman,20-5-2024,United States,Massachusetts,Townsend
Dolce & Gabbana,Creed Spring Flower 2.5 oz / 75 ml Eau De Parfum Spray New in Box,Eau de Parfum,174.99,9.0,14.0,2449.86,woman,20-5-2024,United States,New York,Oceanside
Yves Saint Laurent,TABU By Dana 2.3 oz/68 ml Eau De Cologne Spary For Women Sealed Pack New In Box,Eau de Cologne,15.25,10.0,104.0,1586.0,woman,01-3-2024,United States,New York,Brooklyn
Lancôme,Lancome Tresor Women Eau de Parfum 3.4 oz 100 ml New Sealed in Box,Eau de Parfum,43.99,10.0,40.0,1759.6,woman,17-5-2024,United States,Montana,Miles City
Unbranded,JIMMY CHOO ILLICIT FLOWER by Jimmy Choo perfume EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,34.43,16.0,563.0,19384.09,woman,24-5-2024,United States,Texas,Dallas
Paco Rabanne,New in Box Women's Perfume Toy 2 by Moschino Eau De Parfum EDP Spray 3.4oz/100ml,Eau de Parfum,37.88,8.0,8.0,303.04,woman,22-5-2024,United States,Texas,Houston
Paco Rabanne,Un Jardin Sur Le Nil by Hermes EDT for Women 1.6 oz / 50 ml *NEW IN SEALED BOX*,Eau de Toilette,49.99,10.0,35.0,1749.65,woman,08-2-2024,United States,Florida,Miami
Lancôme,PLEASURES INTENSE by Estee Lauder 3.4 oz edp Perfume for women NEW IN BOX,Eau de Parfum,42.04,413.0,413.0,17362.52,woman,24-5-2024,United States,Texas,Dallas
Dolce & Gabbana,Dolce and Gabbana Womens Light Blue Fragrance Carded Sample 1.5ml Lot Of 5,Eau de Toilette,10.0,10.0,110.0,1100.0,woman,02-4-2024,United States,Utah,Layton
Ralph Lauren,NOA by Cacharel Perfume 3.4 oz Spray 3.3 edt New 100 ml,Eau de Toilette,27.06,18.0,21.0,568.26,woman,17-5-2024,United States,Texas,Dallas
Calvin Klein,BORA BORA by Liz Claiborne perfume for women EDP 3.4 oz New in Box,Eau de Parfum,17.25,165.0,2156.0,37191.0,woman,24-5-2024,United States,Texas,Dallas
Dolce & Gabbana,mac turquatic fragrance  perfume .68oz/20ml - NIB - FREE SHIPPING,Eau de Parfum,29.99,7.0,45.0,1349.55,woman,15-5-2024,United States,Michigan,Farmington
Unbranded,NEW WITH BOX For Her Eau De Toilette Narciso_Rodriguez EDT Spray 3.3 Oz Sealed,Eau de Toilette,43.82,5.0,20.0,876.4,woman,15-5-2024,Hong Kong,Texas,Houston
Ralph Lauren,Anais Anais L'Original by Cacharel 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,29.97,93.0,2311.0,69260.67,woman,21-5-2024,United States,Texas,Dallas
Dolce & Gabbana,"Light Blue Summer Vibes by Dolce & Gabbana, 3.3 oz EDT Spray for Women",Eau de Toilette,52.39,10.0,145.0,7596.55,woman,24-5-2024,United States,New Jersey,Edison
Giorgio Armani,"SOL DE JANEIRO Brazilian Crush 68 Perfume Mist 90ml/3oz, Factory sealed, NO Box",Eau de Parfum,21.95,9.0,85.0,1865.75,woman,05-5-2024,United States,New York,New York
Yves Saint Laurent,CHANTILLY for WOMEN by DANA * Big Size 3.5 oz (104 ml) EDT Spray * NEW & SEALED,Eau de Toilette,24.95,7.0,171.0,4266.45,woman,24-5-2024,United States,New Jersey,Englewood
Unbranded,Dossier Fruity Almond Eau de Parfum 1.7 Oz Fragrance Perfume NEW IN BOX,Eau de Parfum,18.75,10.0,29.0,543.75,woman,17-5-2024,United States,California,Glendora
Ralph Lauren,Fracas by Robert Piguet Eau De Parfum 1.7 oz/50ml Spray New No Box,Eau de Parfum,72.0,8.0,41.0,2952.0,woman,06-4-2024,United States,New York,Congers
Giorgio Armani,My Way Intense by Giorgio Armani EDP for Women 1.7 oz / 50ml *NEW IN BOX*,Eau de Parfum,54.99,10.0,40.0,2199.6,woman,15-2-2024,United States,Florida,Miami
Ralph Lauren,Hollister Wave by Hollister 3.4 oz EDP Perfume for Women Brand New In Box,Eau de Parfum,18.14,10.0,1966.0,35663.24,woman,19-5-2024,United States,New Jersey,Hackensack
Versace,Halston Cologne Spray Perfume for Women 3.4 oz Brand New Tester With Cap,Eau de Cologne,14.7,2.0,169.0,2484.3,woman,24-5-2024,United States,New Jersey,Hackensack
Lancôme,Tresor Midnight Rose by Lancome 2.5 oz. L'Eau de Parfum Spray for Women. New Box,Eau de Parfum,44.99,10.0,12.0,539.88,woman,15-5-2024,United States,New York,College Point
Versace,Mini Versace Crystal Noir by Versace 0.17 oz EDT Perfume for Women New In Box,Eau de Toilette,9.94,10.0,4775.0,47463.5,woman,18-5-2024,United States,New Jersey,Hackensack
Unbranded,JIMMY CHOO by Jimmy Choo 3.3 / 3.4 oz EDP Women NEW IN BOX,Eau de Parfum,38.89,25.0,1832.0,71246.48,woman,16-5-2024,United States,Texas,Dallas
Ralph Lauren,VOLUPTE by Oscar de la Renta 3.3 / 3.4 oz EDT Perfume For Women New in Box,Eau de Toilette,19.41,15.0,2436.0,47282.76,woman,20-5-2024,United States,Texas,Dallas
Versace,"Versace by Versace, 5 Piece Variety Mini Gift Set for Women New",Eau de Parfum,43.15,10.0,66.0,2847.9,woman,23-5-2024,United States,New Jersey,Edison
Carolina Herrera,Viva La Juicy La Fleur by Juicy Couture 5 oz EDT Perfume Women Brand New Tester,Eau de Toilette,27.98,3.0,204.0,5707.92,woman,24-5-2024,United States,New Jersey,Hackensack
Calvin Klein,Ck One Shock for Her by Calvin Klein 6.7/6.8 oz EDT Perfume for Women New In Box,Eau de Toilette,26.15,112.0,1954.0,51097.1,woman,23-5-2024,United States,Texas,Dallas
Versace,The Key by Justin Bieber 3.4 oz / 100 ml Edp spy perfume for women femme vintage,Eau de Parfum,76.5,10.0,2.0,153.0,woman,23-5-2024,United States,California,Lynwood
Versace,Charlie White by Revlon Eau de Toilette Perfume for Women 3.4 oz New In Box,Eau de Toilette,7.99,8.0,131.0,1046.69,woman,21-5-2024,United States,Michigan,Highland Park
Paco Rabanne,J'adore 3.4 oz/100 ml Eau De Parfum EDP Women Spray Gift For Her New & Sealed,Eau de Parfum,78.99,10.0,7.0,552.93,woman,22-5-2024,United States,Michigan,Warren
Dolce & Gabbana,Sarah Jessica Parker Ladies Lovely EDP Spray 6.7 oz Fragrances 5060426150678,Fragrances,27.25,3.0,9.0,245.25,woman,23-5-2024,United States,New York,Brooklyn
Dolce & Gabbana,Miami Glow by J.LO Jennifer Lopez EDT Perfume for Women 3.4 oz New In Box,Eau de Toilette,23.68,10.0,1576.0,37319.68,woman,22-5-2024,United States,New Jersey,Hackensack
Unbranded,Thierry Mugler Angel Womens EDP 3.4 oz Iconic Luxurious Scent New Sealed,Eau de Parfum,49.99,6.0,75.0,3749.25,woman,19-5-2024,United States,Michigan,Detroit
Lancôme,Lancome Tresor 3.4 oz EDP | Classic Women's Perfume Spray | New in Box,Eau de Parfum,42.99,10.0,20.0,859.8,woman,21-5-2024,United States,Michigan,Ecorse
Ralph Lauren,Fracas De Robert Piguet  Edp Spray 3.4oz/100ml New & Unbox Authentic,Eau de Parfum,99.0,5.0,7.0,693.0,woman,20-5-2024,United States,New York,Congers
Ralph Lauren,"Bloom by Kate Spade, 3.3 oz EDT Spray for Women",Eau de Toilette,34.36,10.0,28.0,962.08,woman,23-5-2024,United States,New Jersey,Edison
Lancôme,Idole by Lancome Eau de Parfum EDP Perfume for Women 2.5 oz New in Box,Eau de Parfum,44.98,10.0,23.0,1034.54,woman,21-5-2024,United States,Texas,Houston
Unbranded,100ML Marc Jacobs Daisy by Marc Jacobs 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,42.88,10.0,34.0,1457.92,woman,23-5-2024,United States,New York,College Point
Yves Saint Laurent,Kenzo Jungle Elephant by Kenzo EDP For Women 3.4 oz / 100 ml *NEW IN BOX*,Eau de Parfum,38.99,10.0,57.0,2222.43,woman,08-5-2024,United States,Florida,Miami
Dolce & Gabbana,Dolce & Gabbana Light Blue 3.3 /3.4 oz Women’s Eau de Toilette EDT Spray NEW!!,Eau de Toilette,28.6,10.0,145.0,4147.0,woman,23-5-2024,United States,Michigan,Hamtramck
Unbranded,Jimmy Choo Mini Set Gift Set Fragrances 3386460140898,Fragrances,45.11,3.0,15.0,676.65,woman,23-5-2024,United States,New York,Brooklyn
Giorgio Armani,VERSACE EROS POUR FEMME 3.3 / 3.4 oz EDP Perfume For Women New Tester,Eau de Parfum,50.07,62.0,1522.0,76206.54,woman,16-5-2024,United States,Texas,Dallas
Ralph Lauren,Zara Hello kitty Eau De Toilette 1.69 fl oz/50ml Perfume Fragrance Spray,Eau de Toilette,24.99,7.0,3.0,74.97,woman,21-5-2024,United States,New Hampshire,Nashua
Dolce & Gabbana,Nadine EDP Perfume By Al Wataniah 100 ML:🥇Hot New Super Rich Fragrance🥇,Eau de Parfum,34.95,2.0,16.0,559.2,woman,22-7-2023,United States,California,San Diego
Ralph Lauren,Romance by Ralph Lauren 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,46.94,10.0,32.0,1502.08,woman,21-5-2024,United States,Washington,Centralia
Ralph Lauren,LIVE LUXE by JLO Jennifer Lopez 3.3 oz / 3.4 oz Perfume New Unboxed,Eau de Parfum,17.99,38.0,549.0,9876.51,woman,08-5-2024,United States,Texas,Dallas
Calvin Klein,"Eternity Summer Daze by Calvin Klein, 3.3 oz EDP Spray for Women",Eau de Parfum,29.0,5.0,126.0,3654.0,woman,24-5-2024,United States,New Jersey,Edison
Dolce & Gabbana,Jo Malone Tuberose Angelica Cologne Intense Women's Eau de 3.4 fl oz/100ml,Eau de Cologne,86.99,3.0,7.0,608.93,woman,08-5-2024,United States,Nevada,Las Vegas
Dolce & Gabbana,LILY OF THE VALLEY by Yardley London perfume for women EDT 4.2 oz New in Box,Eau de Toilette,14.45,22.0,47.0,679.15,woman,17-5-2024,United States,Connecticut,Branford
Calvin Klein,Narciso Rodriguez for her 3.3 fl. oz. / 100 ml Eau de Parfum Women's Fragrances,Eau de Parfum,50.0,2.0,4.0,200.0,woman,23-5-2024,United States,Texas,Huntsville
Ralph Lauren,Pure Romance- Dirty French Perfume Infused With Pheromones- new and sealed!,Eau de Parfum,50.0,8.0,271.0,13550.0,woman,08-4-2024,United States,Georgia,Elberton
Dolce & Gabbana,Jo Malone Amber & Patchouli Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml,Eau de Cologne,86.99,6.0,4.0,347.96,woman,08-5-2024,United States,Nevada,Las Vegas
Ralph Lauren,Tous Touch by Tous for Women EDT 3.3 / 3.4 oz Tester with Cap,Eau de Toilette,21.64,31.0,337.0,7292.68,woman,24-5-2024,United States,Texas,Dallas
Paco Rabanne,Coach Love 3 oz EDP Perfume for Women New In Box,Eau de Parfum,56.97,10.0,254.0,14470.38,woman,24-5-2024,United States,New Jersey,Hackensack
Calvin Klein,Cashmere Mist by Donna Karan 3.4 oz / 100ml Women Eau de Parfum Brand New Sealed,Eau de Parfum,29.89,10.0,339.0,10132.71,woman,22-5-2024,United States,Montana,Miles City
Ralph Lauren,Tea Rose by Perfumer's Workshop 4.0 / 4 oz EDT For Women New In Box,Eau de Toilette,13.76,86.0,4492.0,61809.92,woman,23-5-2024,United States,Texas,Dallas
Dolce & Gabbana,"Burberry Goddess Eau de Parfum EDP Sample Spray .05oz, 1.5ml New in Card",Eau de Parfum,9.89,4.0,103.0,1018.67,woman,24-5-2024,United States,New Jersey,Phillipsburg
Dolce & Gabbana,Boucheron by Boucheron 3.3 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,24.74,10.0,2761.0,68307.14,woman,24-5-2024,United States,New Jersey,Hackensack
Carolina Herrera,Couture Couture by Juicy Couture perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,28.68,145.0,2188.0,62751.84,woman,18-5-2024,United States,Texas,Dallas
Dolce & Gabbana,Jo Malone Wood Sage & Sea Salt 1 fl oz No Box Eau de Cologne Spray Regular Size,Eau de Cologne,34.99,3.0,12.0,419.88,woman,24-5-2024,United States,Minnesota,Minneapolis
Versace,Versace Ladies Versace Woman EDP Spray 1.7 oz (Tester) Fragrances 8018365250277,Eau de Parfum,15.99,3.0,3.0,47.97,woman,23-5-2024,United States,New York,Brooklyn
Dolce & Gabbana,Her by Burberry Elixir De Parfum 0.33oz/10ml Spray New With Box,Eau de Parfum,27.99,10.0,21.0,587.79,woman,23-5-2024,United States,New York,Long Island City
Unbranded,Ariana Grande Cloud Pink 3.4oz EDP Women's Perfume New Sealed,Eau de Parfum,29.99,6.0,11.0,329.89,woman,24-5-2024,United States,Michigan,Dearborn Heights
Versace,ED HARDY Love & Luck by Christian Audigier 3.3 / 3.4 oz EDP For Women New in Box,Eau de Parfum,20.25,120.0,2996.0,60669.0,woman,22-5-2024,United States,Texas,Dallas
Versace,Versace Pour Femme Dylan Blue 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,55.73,10.0,742.0,41351.66,woman,22-5-2024,United States,New Jersey,Hackensack
Versace,5TH AVENUE NYC by Elizabeth Arden Perfume Women 4.2 oz edp NEW IN BOX,Eau de Parfum,16.82,38.0,263.0,4423.66,woman,24-5-2024,United States,Texas,Dallas
Paco Rabanne,Viktor & Rolf Flowerbomb Tiger Lily EDP 0.34oz/10ml. New In Box.,Eau de Parfum,26.99,10.0,65.0,1754.35,woman,19-5-2024,United States,New Jersey,Princeton
Calvin Klein,CURVE by Liz Claiborne 3.4 / 3.3 oz edt Perfume for women New in Can,Eau de Toilette,18.35,67.0,1926.0,35342.1,woman,22-5-2024,United States,Texas,Dallas
Dolce & Gabbana,Jo Malone Perfume Sample Vials 1.5ml - Choose Your Scent Combined Shipping,Eau de Cologne,4.95,10.0,3954.0,19572.3,woman,16-5-2024,United States,Texas,Pearland
Ralph Lauren,Adam Levine by Adam Levine 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,9.99,10.0,44.0,439.56,woman,29-4-2024,United States,Michigan,Detroit
Yves Saint Laurent,FOREVER by Alfred Sung for Women Perfume 4.2 oz New in Box,Eau de Parfum,16.93,52.0,1516.0,25665.88,woman,21-5-2024,United States,Texas,Dallas
Versace,Versace Dylan Turquoise Eau de Toilette Travel Spray NIB 0.33 oz / 10 ml,Eau de Toilette,19.99,10.0,37.0,739.63,woman,24-5-2024,United States,Virginia,Chantilly
Dolce & Gabbana,Dolce & Gabbana Light Blue  3.3 oz / 3.4 oz EDT Spray for Women Brand New Sealed,Eau de Toilette,29.95,9.0,9.0,269.55,woman,24-5-2024,United States,Michigan,Warren
Dolce & Gabbana,Dolce & Gabbana Light Blue Summer Vibes Eau de Toilette Sample Spray 1.5ml New,Eau de Toilette,11.95,10.0,73.0,872.35,woman,17-5-2024,United States,Texas,Pearland
Ralph Lauren,2 ZARA Red Temptation Spray  They Maybe Expired Strong Alcohol Smell NO RETURNS!,Eau de Parfum,15.0,5.0,10.0,150.0,woman,16-5-2024,United States,Pennsylvania,Somerset
Ralph Lauren,Flower Princess by Vera Wang for women EDT 3.3 / 3.4 oz New Tester,Eau de Toilette,19.54,19.0,288.0,5627.52,woman,11-5-2024,United States,Texas,Dallas
Carolina Herrera,Good Girl by Carolina Herrera 2.7 oz Eau De Parfum Spray Women's New & Sealed,Eau de Parfum,44.49,9.0,5.0,222.45,woman,24-5-2024,United States,Michigan,Warren
Dolce & Gabbana,Light Blue by Dolce & Gabbana 3.3 oz Women's Eau de Toilette Spray New & Sealed,Eau de Toilette,32.49,10.0,226.0,7342.74,woman,24-5-2024,United States,Michigan,Detroit
Dolce & Gabbana,"Bombshell by Victoria's Secret 3.4 Oz – Eau De Parfum Spray, Fresh & Sealed",Eau de Parfum,33.99,10.0,80.0,2719.2,woman,24-5-2024,United States,Michigan,Dearborn
Lancôme,BEAUTIFUL by Estee Lauder 2.5 oz edp Perfume for women New in Box,Eau de Parfum,29.49,10.0,458.0,13506.42,woman,24-5-2024,United States,Michigan,Lincoln Park
Ralph Lauren,Casmir by Chopard for Women - 3.4 oz EDP Spray,Eau de Parfum,31.23,50.0,101.0,3154.23,woman,20-5-2024,United States,New York,Ronkonkoma
Versace,Mini Versace Eros Pour Femme 0.17 oz EDT Perfume for Women New In Box,Eau de Toilette,8.98,6.0,64.0,574.72,woman,15-5-2024,United States,New Jersey,Hackensack
Versace,Versace Yellow Diamond Perfume for Women EDT 3.0 oz 90 ml New in Box,Eau de Toilette,37.99,10.0,147.0,5584.53,woman,20-5-2024,United States,Kentucky,Flat Lick
Lancôme,Givenchy Irresistible Rose Velvet 2.7 oz. Eau De Parfum Spray New in Sealed Box,Eau de Parfum,43.99,10.0,24.0,1055.76,woman,21-5-2024,Taiwan,New York,New York
Ralph Lauren,Le Labo Santal 33 Eau de Parfum Sample Spray Vial .05 oz /1.5 ml  New authentic,Eau de Parfum,14.75,10.0,119.0,1755.25,woman,26-4-2024,United States,California,Los Angeles
Dolce & Gabbana,Creed Queen Of Silk Eau De Parfum EDP 2.5oz / 75ml New 2024,Eau de Parfum,285.0,8.0,5.0,1425.0,woman,16-5-2024,United States,New York,Brooklyn
Versace,Versace Bright Crystal 3.0 fl oz/90ml Eau de Toilette Spray for Women New In Box,Eau de Toilette,38.49,10.0,81.0,3117.69,woman,11-5-2024,United States,Michigan,Detroit
Calvin Klein,CK Beauty by Calvin Klein 3.3 / 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,25.98,10.0,5255.0,136524.9,woman,23-5-2024,United States,New Jersey,Hackensack
Ralph Lauren,Soft - Al-Rehab Eau De Natural Perfume Spray - 35 ml (1.15 fl. oz),Eau de Parfum,9.25,10.0,30.0,277.5,woman,23-4-2024,United States,New Jersey,Princeton
Lancôme,Estee Lauder Bronze Goddess Skinscent Perfume Sample Spray 0.05 oz. / 1.5 ml New,Eau de Parfum,11.95,3.0,7.0,83.65,woman,23-4-2024,United States,Kentucky,Louisville
Calvin Klein,Not a Perfume By Juliette Has A Gun Eau De Parfum Spray 3.3 oz 100ml For Women,Eau de Parfum,42.99,10.0,32.0,1375.68,woman,01-5-2024,United States,New York,Brooklyn
Paco Rabanne,Un Jardin Sur La Lagune By Hermes EDT For Women 3.3 oz / 100 ml *NEW IN BOX*,Eau de Toilette,67.99,10.0,110.0,7478.9,woman,15-2-2024,United States,Florida,Miami
Dolce & Gabbana,PRADA CANDY BY PRADA 2.7 FL OZ EAU DE PARFUM SPRAY NEW & SEALED,Eau de Parfum,44.99,2.0,114.0,5128.86,woman,14-5-2024,United States,Pennsylvania,Reinholds
Yves Saint Laurent,TESTER SUNG * Alfred Sung * Perfume for Women * 3.4 oz * BRAND NEW,Eau de Toilette,16.2,10.0,2472.0,40046.4,woman,24-5-2024,United States,Florida,Orlando
Unbranded,Ariana Grande Cloud PINK EDP - Dreamy Vanilla Scent 3.4oz Sealed,Eau de Parfum,29.99,6.0,9.0,269.91,woman,22-5-2024,United States,Michigan,Hamtramck
Ralph Lauren,Noa by Cacharel for Women Eau de Toilette Spray - 1 fl oz - SPRING SALE !,Eau de Parfum,20.0,10.0,79.0,1580.0,woman,28-4-2024,United States,New York,New York
Ralph Lauren,Tory Burch Signature Eau de Parfum  0.2oz / 6ml  Rollerball  NEW,Eau de Parfum,19.95,4.0,27.0,538.65,woman,13-5-2024,United States,Florida,Fort Lauderdale
Dolce & Gabbana,Jo Malone Peony & Blush Suede Cologne Spray Women's Eau de  - 3.4 fl oz/100ml,Eau de Cologne,79.99,9.0,1.0,79.99,woman,30-4-2024,United States,Nevada,Las Vegas
Dolce & Gabbana,Miraclelayer CETALOX  EDP 50ml (a real perfume),Eau de Parfum,27.0,10.0,61.0,1647.0,woman,24-1-2024,United States,New York,Hicksville
Dolce & Gabbana,OUAI North Bondi Eau de Parfume .34 oz/ 10ml - Brand New,Eau de Parfum,22.99,7.0,39.0,896.61,woman,02-3-2024,United States,California,Beverly Hills
Versace,"""La Vida Bella  For Women Eau De Parfum By Fragrance Couture 3.4",Eau de Parfum,13.99,10.0,34.0,475.66,woman,10-5-2024,United States,Florida,Fort Lauderdale
Dolce & Gabbana,PARFUMS de MARLY DELINA for WOMEN 2.5 oz (75ml) EDP Spray NEW,Eau de Parfum,99.99,2.0,19.0,1899.81,woman,20-5-2024,United States,Texas,Jefferson
Paco Rabanne,"Coach New York Eau de Parfum, Perfume for Women .15 oz Mini, Splash",Eau de Parfum,13.95,10.0,24.0,334.8,woman,14-5-2024,United States,New York,Tallman
Versace,Chanel Coromandel Les Exclusifs Eau De Parfum Mini Splash Bottle 4ml NIB,Eau de Parfum,31.95,10.0,196.0,6262.2,woman,01-3-2024,United States,Texas,Pearland
